Id,Attrition
1,0.008345606537516892
2,0.003166326508688277
3,0.10659730715118697
4,0.05071176899369251
5,0.0012023281731408603
6,0.03896032532560914
7,0.04232119890901212
8,0.0007378095590120966
9,0.15156999937578572
10,0.061025155731448774
11,0.002168862733667981
12,0.03186792845194333
13,0.004668795264182267
14,0.0026923827564877324
15,0.0008263525303507539
16,0.027542946280042512
17,0.4411905020417089
18,0.2471986842958312
19,0.0017419344037613578
20,0.0017382492898322204
21,0.03844002938350058
22,0.8231770967579423
23,0.005715381946468158
24,0.007505401948088064
25,0.002931886010815887
26,0.004377677210874192
27,0.01793064690099475
28,0.002593098303250188
29,0.9747168384155733
30,0.005747552561866692
31,0.0005370176607498157
32,0.03561641422545458
33,0.004364815747889497
34,0.019710584480183643
35,0.004226970761746017
36,0.0010806559412883234
37,0.1432804848815573
38,0.08629533393929371
39,0.0034174725965236004
40,0.0255839547542524
41,0.9448560507316744
42,0.009437331477975831
43,0.003733649740133731
44,0.010572305903580471
45,0.006068873072829901
46,0.0004537838711815463
47,0.002889969702437212
48,0.004625044651274915
49,0.006492051962592555
50,0.004691170793483066
51,0.05573194651343208
52,0.0002830849305264121
53,0.07216419098170067
54,0.1383265473543888
55,0.0011466528203427735
56,0.6100617129716326
57,0.007696418861921987
58,0.10501971111300101
59,0.0008915374883776111
60,0.00194268137540035
61,0.0022114039892145916
62,0.00044901221032009136
63,0.07276543500864796
64,0.000952942295358164
65,0.012347511216797486
66,0.0029817378551006265
67,0.0008110007678843509
68,0.038245102363580016
69,0.09481319650778064
70,0.027250542864077743
71,0.20066270190784286
72,0.0013032012437465222
73,0.08006659052978787
74,0.001364881666356863
75,0.09976405386159004
76,0.12280367915204803
77,0.009271336540698063
78,0.01304443237559503
79,0.005264530283867453
80,0.7269019342052363
81,0.011743144233121785
82,0.09981509239466317
83,0.015935278467448823
84,0.000948202422569138
85,0.23859278847400178
86,0.00794552601842188
87,0.36869225515863946
88,0.007217126018850592
89,0.011817334299045463
90,0.8164817179407234
91,0.06063795891201014
92,0.04786867714619193
93,0.07202935326730688
94,0.011987182340065718
95,0.38458523770389236
96,0.20789563782989753
97,0.02479688261085541
98,0.0435590699032169
99,0.012093022529081619
100,0.04285668380375818
101,0.011545139025657436
102,0.01984951092705391
103,0.07522321605542669
104,0.02221051188533321
105,0.01379503060330003
106,0.006980631925253528
107,0.00011160254740911968
108,0.07117903394852028
109,0.0037092508956132588
110,0.022857308114411907
111,0.047891623647638853
112,0.00918456464377242
113,0.0033187212503711645
114,0.003444737465919551
115,0.5005083260920055
116,0.0038285024383530575
117,0.00629152555463631
118,0.014105915388655021
119,0.0010403400829236506
120,0.00032551437414728276
121,0.07889819306490214
122,0.03839329576250381
123,0.0013076049467236647
124,0.03691490869937383
125,0.0280661572151069
126,0.01153131174621687
127,0.011644381146070078
128,0.34131038677025866
129,0.9350901264613571
130,0.01343951436534688
131,0.06808095024931624
132,0.005638889721342561
133,0.03502749258781146
134,0.008365229842923545
135,0.0024190836436910976
136,0.027631460474357727
137,0.9799492120726532
138,0.006652481183325355
139,0.019572562246114377
140,0.007279350036098739
141,0.19227010170039924
142,0.02788574343659745
143,0.007144636566795403
144,0.0014259293160674077
145,0.004375488020782439
146,0.39763060390976684
147,0.0019497739850890155
148,0.7022556769855436
149,0.10207415342181292
150,0.29265352365200625
151,0.034613031134475926
152,0.03649097527613572
153,0.010753256144349663
154,0.29628833036846586
155,0.03864876577915572
156,0.0009112139059001607
157,0.0007018220770508932
158,0.006999055437418259
159,0.012755990139579971
160,0.0013397378646071172
161,0.5442754236610612
162,0.060060838865239594
163,0.0003832739905457728
164,0.0012360827338300808
165,0.03497162912551008
166,0.8977621674202003
167,0.06422266561791302
168,0.13415278367975744
169,0.003803008078815704
170,0.0016614313004992929
171,0.0005710619509382665
172,0.004197875210585546
173,0.002283832820070148
174,0.15507034776349743
175,0.0007906426417385426
176,0.4468464796020599
177,0.0016066500926840105
178,0.003397636912509832
179,0.003353178224336209
180,0.8493368483691094
181,0.4125624808940747
182,0.09182613688328967
183,0.6901467345186495
184,0.020569470745697174
185,0.537998297192635
186,0.11025147594912153
187,0.014194338162781572
188,0.005293908434983171
189,0.004517921121016831
190,0.0007828667661148976
191,0.010508489637244201
192,0.001679882297742615
193,0.0010379655439928335
194,0.6309616435368179
195,0.04768340593107045
196,0.5528864696489322
197,0.011864941148550655
198,0.7728710667892733
199,0.02377180350963814
200,0.0011852198408646639
201,0.03946862794348293
202,0.02782464707204481
203,0.890364039391745
204,0.01789340939379609
205,0.003994852931247913
206,0.0024053687580361926
207,0.6417015882050291
208,0.24534581822347679
209,0.4954603602185002
210,0.11339362561192731
211,0.024250494680321276
212,0.0018347237481386887
213,0.0016677467102101245
214,0.03279528748923787
215,0.9879862787396476
216,0.9679211103723944
217,0.9179004788626974
218,0.06815532516774123
219,0.03545682840541213
220,0.006888924843896962
221,0.30836350522526645
222,0.013876851758637499
223,0.1964176756771745
224,0.015433091690453205
225,0.061052688866713764
226,0.0016137512325906966
227,0.006079460390140537
228,0.006876423795592219
229,0.002821823124475348
230,0.011018689815219264
231,0.09409509315513896
232,0.06119223140645903
233,0.024933599884755686
234,0.47379691652767814
235,0.03627994918243974
236,0.008897549886103959
237,0.012794554150119417
238,0.0019441472199183173
239,0.8808399414897213
240,0.004442029502320461
241,0.00252054772358866
242,0.0004092129857334192
243,0.23401445176497718
244,0.696993577691773
245,0.005539755982850068
246,0.017795150226788355
247,0.8516832367384803
248,0.0024749915522502314
249,0.050167422663666285
250,0.13108201047342752
251,0.0010782201455152615
252,0.0010369242318843327
253,0.001806753283999161
254,0.0012855556423654805
255,0.0007311970006157489
256,0.5252730830132126
257,0.0011582765790709708
258,0.01830318012094503
259,0.013765297683957381
260,0.07764339207639885
261,0.0014331890186060309
262,0.010434788204213294
263,0.18326522679773447
264,0.7526143384713214
265,0.8852688896982088
266,0.20257088055134134
267,0.08940322206476509
268,0.0030049787906492637
269,0.03337303066197445
270,0.06331130288436013
271,0.0011319645559617771
272,0.11263883160885146
273,0.9958607049423425
274,0.0003375832387554414
275,0.9611683404717128
276,0.0742284091127296
277,0.061909727096104955
278,0.007000486397139681
279,0.002542710309272786
280,0.0019259060907104869
281,0.22819066469451846
282,0.03908714700639295
283,0.010945437970903749
284,0.06045366809727983
285,0.56599923075408
286,0.9841941896921466
287,0.018253333097817494
288,0.1170764120862696
289,0.08304475449625509
290,0.03473398025749461
291,0.3392904483937167
292,0.02078943300643504
293,0.015859643212838545
294,0.009909591432258226
295,0.003020621170181649
296,0.19727372336201937
297,0.01722427523679446
298,0.0024587693109173977
299,0.9670576314631065
300,0.0023769507405935753
301,0.003121409493258654
302,0.004298195187992166
303,0.0012064057101393423
304,0.8479702134171709
305,0.09724600455159943
306,0.002230070472681559
307,0.24933796497836308
308,0.02049134229026798
309,0.0035313100948607917
310,0.007812142227891447
311,0.16791015211940344
312,0.12444136038440512
313,0.15978193981074287
314,0.037669908053690776
315,0.12098716688408827
316,0.6468554358336467
317,0.07704172853461318
318,0.7158513035584795
319,0.0020190357289266627
320,0.016414123843226235
321,0.3464225742895203
322,0.16318086633384343
323,0.0022253017983009595
324,0.0011960607160285419
325,0.11829992003609813
326,0.003570419955973542
327,0.5745443474066468
328,0.07624216294357479
329,0.6810627566934768
330,0.02481355295909666
331,0.0016477686673905026
332,0.05850979900233266
333,0.020082624041515788
334,0.0008502945888420833
335,0.03133849428020803
336,0.010466721598273165
337,0.11153107092978272
338,0.012861680770416271
339,0.006198242047450978
340,0.2662596057074963
341,0.005463493490581966
342,0.960347601537989
343,0.008526639278566108
344,0.1397288628211596
345,0.018552523960169563
346,0.006459584409454113
347,0.01918798712488895
348,0.2510365660204273
349,0.0021452667652638374
350,0.3212081056119302
351,0.0005418179846616733
352,0.0005107184097868597
353,0.01019506874104753
354,0.0005856553788627053
355,0.023828014023642076
356,0.12100134416169962
357,0.9070686931693376
358,0.005508340445694154
359,0.04519637717412906
360,0.3753257655248284
361,0.0010236512947990619
362,0.003685421363025444
363,0.0024347964109738378
364,0.03612162696026578
365,0.975264457502393
366,0.037323752526549354
367,0.11180391392778816
368,0.005566379441407006
369,0.0007064008942131623
370,0.0750076502697997
371,0.016984344735479884
372,0.003573643975382312
373,0.008046233616106199
374,0.9501815668461909
375,0.4164459163218374
376,0.01260975083575478
377,0.7805721540331829
378,0.20472527538331106
379,0.9538125839091153
380,0.0026933577808585037
381,0.24962842188760387
382,0.018253241718251458
383,0.03912745674052251
384,0.001746709195061192
385,0.4676077358741154
386,0.5565617139289954
