Id,Attrition
1,0.1111111111111111
2,0.1
3,0.18888888888888888
4,0.2
5,0.13333333333333333
6,0.1111111111111111
7,0.5777777777777777
8,0.26666666666666666
9,0.2777777777777778
10,0.2
11,0.13333333333333333
12,0.43333333333333335
13,0.23333333333333334
14,0.07777777777777778
15,0.14444444444444443
16,0.17777777777777778
17,0.5
18,0.18888888888888888
19,0.26666666666666666
20,0.03333333333333333
21,0.05555555555555555
22,0.6888888888888889
23,0.14444444444444443
24,0.08888888888888889
25,0.2
26,0.07777777777777778
27,0.14444444444444443
28,0.044444444444444446
29,0.8333333333333334
30,0.08888888888888889
31,0.14444444444444443
32,0.18888888888888888
33,0.36666666666666664
34,0.34444444444444444
35,0.08888888888888889
36,0.2222222222222222
37,0.25555555555555554
38,0.24444444444444444
39,0.2
40,0.23333333333333334
41,0.6888888888888889
42,0.26666666666666666
43,0.26666666666666666
44,0.1
45,0.17777777777777778
46,0.08888888888888889
47,0.18888888888888888
48,0.2777777777777778
49,0.06666666666666667
50,0.28888888888888886
51,0.5111111111111111
52,0.23333333333333334
53,0.3111111111111111
54,0.26666666666666666
55,0.32222222222222224
56,0.4777777777777778
57,0.17777777777777778
58,0.5555555555555556
59,0.022222222222222223
60,0.3111111111111111
61,0.15555555555555556
62,0.08888888888888889
63,0.43333333333333335
64,0.022222222222222223
65,0.07777777777777778
66,0.18888888888888888
67,0.1
68,0.08888888888888889
69,0.18888888888888888
70,0.15555555555555556
71,0.28888888888888886
72,0.05555555555555555
73,0.36666666666666664
74,0.3111111111111111
75,0.34444444444444444
76,0.5555555555555556
77,0.12222222222222222
78,0.2
79,0.12222222222222222
80,0.5777777777777777
81,0.1
82,0.4111111111111111
83,0.3888888888888889
84,0.044444444444444446
85,0.32222222222222224
86,0.08888888888888889
87,0.18888888888888888
88,0.3111111111111111
89,0.16666666666666666
90,0.3888888888888889
91,0.4222222222222222
92,0.2111111111111111
93,0.35555555555555557
94,0.26666666666666666
95,0.6888888888888889
96,0.5666666666666667
97,0.37777777777777777
98,0.15555555555555556
99,0.13333333333333333
100,0.1111111111111111
101,0.3111111111111111
102,0.2
103,0.12222222222222222
104,0.2111111111111111
105,0.3333333333333333
106,0.2777777777777778
107,0.06666666666666667
108,0.12222222222222222
109,0.17777777777777778
110,0.18888888888888888
111,0.3
112,0.25555555555555554
113,0.3
114,0.17777777777777778
115,0.24444444444444444
116,0.08888888888888889
117,0.06666666666666667
118,0.12222222222222222
119,0.16666666666666666
120,0.18888888888888888
121,0.3888888888888889
122,0.36666666666666664
123,0.022222222222222223
124,0.43333333333333335
125,0.5111111111111111
126,0.044444444444444446
127,0.07777777777777778
128,0.4
129,0.5222222222222223
130,0.23333333333333334
131,0.4111111111111111
132,0.05555555555555555
133,0.18888888888888888
134,0.3333333333333333
135,0.18888888888888888
136,0.2777777777777778
137,0.8111111111111111
138,0.12222222222222222
139,0.4888888888888889
140,0.044444444444444446
141,0.25555555555555554
142,0.3111111111111111
143,0.07777777777777778
144,0.13333333333333333
145,0.2222222222222222
146,0.5
147,0.12222222222222222
148,0.5666666666666667
149,0.34444444444444444
150,0.4111111111111111
151,0.45555555555555555
152,0.35555555555555557
153,0.25555555555555554
154,0.7555555555555555
155,0.16666666666666666
156,0.12222222222222222
157,0.15555555555555556
158,0.12222222222222222
159,0.18888888888888888
160,0.12222222222222222
161,0.4777777777777778
162,0.35555555555555557
163,0.16666666666666666
164,0.08888888888888889
165,0.2
166,0.4111111111111111
167,0.35555555555555557
168,0.2777777777777778
169,0.022222222222222223
170,0.16666666666666666
171,0.2222222222222222
172,0.15555555555555556
173,0.3333333333333333
174,0.4111111111111111
175,0.07777777777777778
176,0.28888888888888886
177,0.25555555555555554
178,0.16666666666666666
179,0.14444444444444443
180,0.7
181,0.43333333333333335
182,0.2111111111111111
183,0.7222222222222222
184,0.2111111111111111
185,0.7
186,0.3
187,0.16666666666666666
188,0.08888888888888889
189,0.24444444444444444
190,0.17777777777777778
191,0.2111111111111111
192,0.2
193,0.06666666666666667
194,0.4888888888888889
195,0.6222222222222222
196,0.5
197,0.25555555555555554
198,0.35555555555555557
199,0.07777777777777778
200,0.2222222222222222
201,0.5666666666666667
202,0.4
203,0.43333333333333335
204,0.23333333333333334
205,0.18888888888888888
206,0.08888888888888889
207,0.6222222222222222
208,0.3111111111111111
209,0.2
210,0.3111111111111111
211,0.32222222222222224
212,0.26666666666666666
213,0.14444444444444443
214,0.2
215,0.6444444444444445
216,0.7888888888888889
217,0.5777777777777777
218,0.15555555555555556
219,0.2222222222222222
220,0.2
221,0.28888888888888886
222,0.26666666666666666
223,0.2111111111111111
224,0.3888888888888889
225,0.3888888888888889
226,0.03333333333333333
227,0.34444444444444444
228,0.16666666666666666
229,0.14444444444444443
230,0.34444444444444444
231,0.5555555555555556
232,0.23333333333333334
233,0.23333333333333334
234,0.4777777777777778
235,0.06666666666666667
236,0.3333333333333333
237,0.25555555555555554
238,0.14444444444444443
239,0.6222222222222222
240,0.12222222222222222
241,0.12222222222222222
242,0.14444444444444443
243,0.5222222222222223
244,0.5222222222222223
245,0.1111111111111111
246,0.2111111111111111
